PerfectFlite SLCF
Firmware: 1.0
Software: 1.1
Serial Number: 1224
Apogee: 4606' AGL
Ground Elevation: 680' MSL
NumSamps: 2952
Flight Number: 6
Main Setting: 500' AGL
Apogee Delay: 0 Seconds
Drogue At: 15.25 Seconds
Main At: 111.75 Seconds
Max Drogue Current: 2 Amps
Max Main Current: 2 Amps
Comments: 

Data: (Time, Altitude, Velocity, Temperature (F), Voltage)
0.00, 1, 0, 41.49, 9.20
0.05, 1, -7, 41.50, 9.30
0.10, 0, -9, 41.50, 9.30
0.15, 0, 0, 41.49, 9.20
0.20, -1, -2, 41.50, 9.30
0.25, 1, -0, 41.50, 9.30
0.30, 0, 2, 41.50, 9.20
0.35, -1, 3, 41.50, 9.30
0.40, 1, 2, 41.50, 9.30
0.45, 2, 2, 41.49, 9.30
0.50, 0, 1, 41.52, 9.30
0.55, 1, 1, 41.52, 9.30
0.60, 0, 4, 41.52, 9.30
0.65, 0, 15, 41.52, 9.30
0.70, 1, 35, 41.49, 9.30
0.75, 1, 70, 41.50, 9.30
0.80, 5, 120, 41.50, 9.20
0.85, 11, 181, 41.52, 9.30
0.90, 26, 248, 41.50, 9.30
0.95, 41, 312, 41.50, 9.20
1.00, 66, 362, 41.50, 9.30
1.05, 89, 390, 41.50, 9.30
1.10, 109, 387, 41.50, 9.20
1.15, 127, 356, 41.52, 9.30
1.20, 155, 305, 41.50, 9.30
1.25, 169, 251, 41.50, 9.30
1.30, 132, 223, 41.50, 9.30
1.35, 150, 235, 41.52, 9.30
1.40, 173, 286, 41.52, 9.30
1.45, 201, 367, 41.52, 9.30
1.50, 221, 459, 41.52, 9.30
1.55, 251, 539, 41.52, 9.30
1.60, 286, 602, 41.52, 9.20
1.65, 318, 652, 41.52, 9.30
1.70, 348, 686, 41.52, 9.30
1.75, 388, 716, 41.52, 9.30
1.80, 427, 747, 41.52, 9.30
1.85, 465, 776, 41.52, 9.30
1.90, 503, 808, 41.52, 9.30
1.95, 541, 847, 41.54, 9.20
2.00, 588, 887, 41.54, 9.30
2.05, 642, 929, 41.52, 9.30
2.10, 680, 969, 41.54, 9.30
2.15, 734, 999, 41.54, 9.30
2.20, 791, 1013, 41.54, 9.30
2.25, 845, 1022, 41.54, 9.30
2.30, 893, 1018, 41.54, 9.20
2.35, 945, 1003, 41.54, 9.30
2.40, 991, 982, 41.54, 9.30
2.45, 1028, 938, 41.54, 9.30
2.50, 1109, 868, 41.54, 9.30
2.55, 1144, 785, 41.54, 9.30
2.60, 1161, 695, 41.54, 9.30
2.65, 1187, 614, 41.54, 9.30
2.70, 1215, 567, 41.54, 9.30
2.75, 1239, 553, 41.54, 9.30
2.80, 1264, 564, 41.54, 9.30
2.85, 1293, 592, 41.54, 9.30
2.90, 1329, 620, 41.54, 9.30
2.95, 1362, 641, 41.54, 9.30
3.00, 1395, 652, 41.54, 9.30
3.05, 1432, 657, 41.54, 9.30
3.10, 1458, 657, 41.54, 9.30
3.15, 1494, 655, 41.56, 9.30
3.20, 1524, 652, 41.56, 9.30
3.25, 1561, 649, 41.54, 9.30
3.30, 1593, 643, 41.56, 9.30
3.35, 1624, 636, 41.54, 9.30
3.40, 1652, 628, 41.56, 9.30
3.45, 1687, 621, 41.54, 9.30
3.50, 1715, 615, 41.56, 9.30
3.55, 1749, 610, 41.56, 9.30
3.60, 1774, 604, 41.58, 9.30
3.65, 1807, 596, 41.58, 9.30
3.70, 1841, 589, 41.56, 9.30
3.75, 1862, 581, 41.58, 9.20
3.80, 1895, 575, 41.58, 9.30
3.85, 1919, 570, 41.58, 9.30
3.90, 1954, 567, 41.58, 9.30
3.95, 1978, 564, 41.58, 9.30
4.00, 2006, 564, 41.58, 9.30
4.05, 2034, 562, 41.59, 9.30
4.10, 2064, 560, 41.58, 9.30
4.15, 2091, 558, 41.58, 9.30
4.20, 2118, 552, 41.58, 9.20
4.25, 2149, 545, 41.58, 9.20
4.30, 2172, 538, 41.58, 9.30
4.35, 2199, 531, 41.59, 9.30
4.40, 2226, 524, 41.58, 9.30
4.45, 2252, 519, 41.58, 9.30
4.50, 2276, 514, 41.59, 9.30
4.55, 2305, 510, 41.58, 9.30
4.60, 2326, 509, 41.58, 9.30
4.65, 2353, 506, 41.63, 9.30
4.70, 2379, 504, 41.59, 9.30
4.75, 2403, 501, 41.59, 9.30
4.80, 2430, 496, 41.59, 9.30
4.85, 2454, 491, 41.59, 9.30
4.90, 2476, 486, 41.59, 9.30
4.95, 2502, 482, 41.58, 9.30
5.00, 2524, 480, 41.59, 9.30
5.05, 2551, 479, 41.58, 9.30
5.10, 2570, 477, 41.63, 9.30
5.15, 2599, 473, 41.59, 9.30
5.20, 2622, 468, 41.59, 9.30
5.25, 2643, 463, 41.59, 9.30
5.30, 2665, 456, 41.59, 9.30
5.35, 2690, 450, 41.58, 9.30
5.40, 2712, 445, 41.59, 9.30
5.45, 2733, 440, 41.59, 9.30
5.50, 2754, 436, 41.59, 9.30
5.55, 2777, 434, 41.59, 9.30
5.60, 2797, 433, 41.63, 9.30
5.65, 2818, 431, 41.59, 9.30
5.70, 2843, 427, 41.59, 9.30
5.75, 2864, 423, 41.59, 9.30
5.80, 2882, 418, 41.63, 9.30
5.85, 2904, 411, 41.63, 9.30
5.90, 2924, 405, 41.63, 9.30
5.95, 2944, 400, 41.63, 9.30
6.00, 2965, 396, 41.59, 9.30
6.05, 2982, 394, 41.63, 9.30
6.10, 3002, 393, 41.63, 9.30
6.15, 3023, 392, 41.63, 9.30
6.20, 3042, 393, 41.63, 9.30
6.25, 3060, 392, 41.63, 9.30
6.30, 3083, 388, 41.63, 9.30
6.35, 3102, 384, 41.63, 9.30
6.40, 3119, 377, 41.63, 9.30
6.45, 3138, 371, 41.63, 9.30
6.50, 3157, 366, 41.63, 9.30
6.55, 3173, 362, 41.63, 9.30
6.60, 3192, 359, 41.63, 9.30
6.65, 3210, 356, 41.63, 9.30
6.70, 3229, 353, 41.59, 9.30
6.75, 3244, 350, 41.63, 9.30
6.80, 3263, 347, 41.59, 9.30
6.85, 3279, 345, 41.63, 9.30
6.90, 3297, 344, 41.63, 9.30
6.95, 3313, 343, 41.63, 9.30
7.00, 3331, 341, 41.63, 9.30
7.05, 3349, 340, 41.63, 9.30
7.10, 3364, 337, 41.63, 9.30
7.15, 3382, 332, 41.63, 9.30
7.20, 3398, 328, 41.63, 9.30
7.25, 3415, 323, 41.59, 9.30
7.30, 3430, 319, 41.63, 9.30
7.35, 3446, 316, 41.63, 9.30
7.40, 3459, 315, 41.63, 9.30
7.45, 3478, 313, 41.59, 9.30
7.50, 3494, 311, 41.63, 9.30
7.55, 3508, 309, 41.63, 9.30
7.60, 3523, 305, 41.59, 9.30
7.65, 3539, 302, 41.63, 9.30
7.70, 3553, 298, 41.63, 9.30
7.75, 3569, 294, 41.59, 9.30
7.80, 3583, 290, 41.63, 9.30
7.85, 3596, 286, 41.63, 9.30
7.90, 3613, 283, 41.59, 9.30
7.95, 3623, 281, 41.63, 9.30
8.00, 3639, 281, 41.63, 9.30
8.05, 3653, 281, 41.63, 9.30
8.10, 3668, 282, 41.63, 9.30
8.15, 3680, 281, 41.59, 9.30
8.20, 3695, 278, 41.63, 9.30
8.25, 3712, 275, 41.59, 9.30
8.30, 3722, 272, 41.63, 9.30
8.35, 3735, 269, 41.63, 9.30
8.40, 3749, 267, 41.63, 9.30
8.45, 3763, 266, 41.63, 9.30
8.50, 3776, 263, 41.63, 9.30
8.55, 3790, 259, 41.59, 9.30
8.60, 3802, 255, 41.59, 9.30
8.65, 3814, 250, 41.59, 9.30
8.70, 3826, 246, 41.59, 9.30
8.75, 3839, 243, 41.59, 9.30
8.80, 3851, 241, 41.59, 9.30
8.85, 3862, 238, 41.59, 9.30
8.90, 3875, 237, 41.58, 9.30
8.95, 3885, 237, 41.63, 9.30
9.00, 3898, 236, 41.59, 9.30
9.05, 3909, 235, 41.63, 9.30
9.10, 3922, 233, 41.59, 9.30
9.15, 3934, 230, 41.58, 9.30
9.20, 3945, 226, 41.63, 9.30
9.25, 3954, 223, 41.58, 9.30
9.30, 3966, 220, 41.59, 9.30
9.35, 3978, 219, 41.58, 9.30
9.40, 3988, 217, 41.59, 9.30
9.45, 3999, 216, 41.59, 9.30
9.50, 4009, 214, 41.59, 9.30
9.55, 4020, 212, 41.59, 9.30
9.60, 4032, 210, 41.58, 9.30
9.65, 4040, 208, 41.59, 9.30
9.70, 4052, 204, 41.59, 9.30
9.75, 4062, 200, 41.59, 9.30
9.80, 4072, 197, 41.58, 9.30
9.85, 4081, 194, 41.59, 9.30
9.90, 4089, 193, 41.59, 9.30
9.95, 4099, 193, 41.63, 9.30
10.00, 4111, 192, 41.58, 9.30
10.05, 4120, 191, 41.59, 9.30
10.10, 4129, 188, 41.59, 9.30
10.15, 4138, 187, 41.58, 9.30
10.20, 4146, 186, 41.59, 9.30
10.25, 4156, 185, 41.58, 9.30
10.30, 4167, 184, 41.59, 9.30
10.35, 4175, 182, 41.58, 9.30
10.40, 4185, 178, 41.58, 9.30
10.45, 4192, 175, 41.58, 9.30
10.50, 4201, 171, 41.58, 9.30
10.55, 4210, 168, 41.58, 9.30
10.60, 4218, 167, 41.58, 9.30
10.65, 4225, 165, 41.58, 9.30
10.70, 4235, 162, 41.58, 9.30
10.75, 4243, 160, 41.58, 9.30
10.80, 4250, 157, 41.58, 9.30
10.85, 4258, 153, 41.58, 9.30
10.90, 4265, 151, 41.58, 9.30
10.95, 4272, 150, 41.58, 9.30
11.00, 4281, 149, 41.58, 9.30
11.05, 4287, 149, 41.59, 9.30
11.10, 4295, 150, 41.58, 9.30
11.15, 4302, 148, 41.58, 9.30
11.20, 4311, 147, 41.58, 9.30
11.25, 4317, 144, 41.58, 9.30
11.30, 4325, 140, 41.58, 9.30
11.35, 4331, 137, 41.58, 9.30
11.40, 4337, 135, 41.59, 9.30
11.45, 4344, 133, 41.58, 9.30
11.50, 4352, 131, 41.58, 9.30
11.55, 4358, 129, 41.58, 9.30
11.60, 4363, 126, 41.58, 9.30
11.65, 4370, 123, 41.58, 9.30
11.70, 4376, 122, 41.58, 9.30
11.75, 4382, 120, 41.58, 9.30
11.80, 4388, 120, 41.58, 9.30
11.85, 4392, 120, 41.58, 9.30
11.90, 4401, 119, 41.56, 9.30
11.95, 4406, 117, 41.58, 9.30
12.00, 4412, 114, 41.58, 9.30
12.05, 4416, 110, 41.58, 9.30
12.10, 4423, 106, 41.58, 9.30
12.15, 4428, 103, 41.56, 9.30
12.20, 4432, 102, 41.58, 9.30
12.25, 4436, 102, 41.58, 9.30
12.30, 4443, 103, 41.58, 9.30
12.35, 4447, 104, 41.58, 9.30
12.40, 4453, 104, 41.58, 9.30
12.45, 4459, 102, 41.58, 9.30
12.50, 4463, 100, 41.58, 9.30
12.55, 4469, 95, 41.58, 9.30
12.60, 4473, 92, 41.58, 9.30
12.65, 4476, 90, 41.58, 9.30
12.70, 4481, 88, 41.58, 9.30
12.75, 4486, 86, 41.58, 9.30
12.80, 4490, 85, 41.58, 9.30
12.85, 4494, 82, 41.58, 9.30
12.90, 4499, 80, 41.58, 9.30
12.95, 4502, 78, 41.58, 9.30
13.00, 4505, 77, 41.58, 9.30
13.05, 4509, 76, 41.59, 9.30
13.10, 4513, 77, 41.58, 9.30
13.15, 4517, 76, 41.58, 9.30
13.20, 4523, 74, 41.58, 9.30
13.25, 4524, 72, 41.58, 9.30
13.30, 4527, 70, 41.58, 9.30
13.35, 4532, 67, 41.58, 9.30
13.40, 4535, 67, 41.58, 9.30
13.45, 4537, 66, 41.58, 9.30
13.50, 4541, 65, 41.58, 9.30
13.55, 4545, 64, 41.58, 9.30
13.60, 4548, 61, 41.58, 9.30
13.65, 4551, 57, 41.56, 9.30
13.70, 4553, 54, 41.58, 9.30
13.75, 4555, 51, 41.58, 9.30
13.80, 4559, 48, 41.56, 9.30
13.85, 4560, 47, 41.58, 9.30
13.90, 4562, 45, 41.58, 9.30
13.95, 4565, 45, 41.58, 9.30
14.00, 4567, 44, 41.58, 9.30
14.05, 4569, 44, 41.58, 9.30
14.10, 4571, 43, 41.58, 9.30
14.15, 4574, 42, 41.58, 9.30
14.20, 4575, 40, 41.58, 9.30
14.25, 4578, 37, 41.56, 9.30
14.30, 4580, 35, 41.56, 9.30
14.35, 4580, 32, 41.58, 9.30
14.40, 4583, 30, 41.58, 9.30
14.45, 4582, 30, 41.56, 9.30
14.50, 4585, 28, 41.58, 9.30
14.55, 4588, 26, 41.56, 9.30
14.60, 4588, 24, 41.58, 9.30
14.65, 4588, 21, 41.58, 9.30
14.70, 4590, 19, 41.58, 9.30
14.75, 4590, 17, 41.58, 9.30
14.80, 4592, 16, 41.56, 9.30
14.85, 4592, 15, 41.56, 9.30
14.90, 4592, 15, 41.58, 9.30
14.95, 4593, 14, 41.58, 9.30
15.00, 4595, 13, 41.58, 9.30
15.05, 4595, 11, 41.56, 9.30
15.10, 4595, 14, 41.58, 9.30
15.15, 4595, 19, 41.58, 9.30
15.20, 4596, 27, 41.58, 9.30
15.25, 4596, 37, 41.56, 9.30
15.30, 4224, 41, 41.58, 9.00
15.35, 4614, 38, 41.56, 9.10
15.40, 4607, 29, 41.58, 9.00
15.45, 4606, 15, 41.58, 9.00
15.50, 4605, 2, 41.58, 8.90
15.55, 4605, -5, 41.56, 9.00
15.60, 4605, -9, 41.58, 9.00
15.65, 4604, -12, 41.58, 9.00
15.70, 4605, -15, 41.56, 9.00
15.75, 4604, -22, 41.58, 9.00
15.80, 4603, -29, 41.58, 8.90
15.85, 4598, -34, 41.56, 9.00
15.90, 4596, -36, 41.58, 9.10
15.95, 4596, -32, 41.54, 9.10
16.00, 4593, -25, 41.58, 9.10
16.05, 4593, -18, 41.54, 9.10
16.10, 4590, -14, 41.58, 9.10
16.15, 4593, -13, 41.56, 9.10
16.20, 4596, -18, 41.56, 9.20
16.25, 4596, -21, 41.56, 9.20
16.30, 4582, -23, 41.56, 9.20
16.35, 4582, -25, 41.54, 9.20
16.40, 4592, -24, 41.56, 9.20
16.45, 4589, -25, 41.56, 9.20
16.50, 4590, -26, 41.56, 9.20
16.55, 4588, -28, 41.56, 9.20
16.60, 4573, -30, 41.58, 9.20
16.65, 4567, -33, 41.58, 9.20
16.70, 4570, -35, 41.56, 9.20
16.75, 4575, -35, 41.54, 9.20
16.80, 4581, -34, 41.56, 9.20
16.85, 4579, -33, 41.56, 9.20
16.90, 4582, -32, 41.56, 9.20
16.95, 4575, -32, 41.58, 9.20
17.00, 4574, -32, 41.56, 9.20
17.05, 4574, -33, 41.58, 9.20
17.10, 4574, -34, 41.58, 9.20
17.15, 4570, -34, 41.56, 9.20
17.20, 4569, -33, 41.58, 9.20
17.25, 4567, -32, 41.56, 9.20
17.30, 4569, -31, 41.56, 9.20
17.35, 4565, -32, 41.58, 9.20
17.40, 4563, -34, 41.58, 9.30
17.45, 4563, -36, 41.56, 9.30
17.50, 4557, -37, 41.56, 9.30
17.55, 4544, -37, 41.58, 9.20
17.60, 4535, -36, 41.56, 9.20
17.65, 4531, -36, 41.56, 9.30
17.70, 4531, -37, 41.56, 9.30
17.75, 4535, -39, 41.58, 9.30
17.80, 4539, -42, 41.58, 9.20
17.85, 4537, -43, 41.56, 9.30
17.90, 4534, -44, 41.56, 9.20
17.95, 4530, -44, 41.58, 9.30
18.00, 4532, -43, 41.54, 9.30
18.05, 4526, -43, 41.56, 9.30
18.10, 4519, -43, 41.58, 9.20
18.15, 4529, -43, 41.58, 9.30
18.20, 4532, -45, 41.56, 9.20
18.25, 4535, -46, 41.58, 9.30
18.30, 4527, -48, 41.58, 9.30
18.35, 4516, -50, 41.56, 9.30
18.40, 4514, -51, 41.58, 9.30
18.45, 4521, -52, 41.58, 9.30
18.50, 4509, -51, 41.56, 9.30
18.55, 4506, -50, 41.58, 9.30
18.60, 4506, -49, 41.56, 9.30
18.65, 4501, -48, 41.56, 9.30
18.70, 4497, -49, 41.58, 9.30
18.75, 4494, -50, 41.56, 9.30
18.80, 4494, -52, 41.56, 9.30
18.85, 4490, -53, 41.58, 9.30
18.90, 4492, -54, 41.58, 9.30
18.95, 4492, -55, 41.58, 9.30
19.00, 4491, -55, 41.58, 9.30
19.05, 4492, -55, 41.58, 9.30
19.10, 4486, -56, 41.58, 9.30
19.15, 4483, -57, 41.56, 9.30
19.20, 4481, -58, 41.56, 9.30
19.25, 4475, -58, 41.58, 9.30
19.30, 4465, -55, 41.58, 9.30
19.35, 4461, -52, 41.58, 9.30
19.40, 4457, -49, 41.56, 9.30
19.45, 4456, -47, 41.58, 9.30
19.50, 4446, -47, 41.56, 9.30
19.55, 4441, -48, 41.56, 9.30
19.60, 4441, -49, 41.54, 9.30
19.65, 4440, -50, 41.54, 9.30
19.70, 4438, -50, 41.58, 9.30
19.75, 4435, -49, 41.56, 9.30
19.80, 4430, -48, 41.56, 9.30
19.85, 4428, -48, 41.54, 9.30
19.90, 4424, -49, 41.54, 9.30
19.95, 4422, -50, 41.56, 9.30
20.00, 4420, -50, 41.54, 9.30
20.05, 4420, -50, 41.54, 9.30
20.10, 4417, -49, 41.56, 9.30
20.15, 4412, -47, 41.54, 9.30
20.20, 4408, -46, 41.58, 9.30
20.25, 4416, -46, 41.54, 9.30
20.30, 4423, -45, 41.54, 9.30
20.35, 4427, -45, 41.54, 9.30
20.40, 4426, -45, 41.56, 9.30
20.45, 4423, -44, 41.56, 9.30
20.50, 4419, -42, 41.54, 9.30
20.55, 4407, -41, 41.56, 9.30
20.60, 4396, -41, 41.58, 9.30
20.65, 4395, -41, 41.56, 9.30
20.70, 4399, -41, 41.54, 9.30
20.75, 4406, -41, 41.54, 9.30
20.80, 4397, -41, 41.56, 9.30
20.85, 4399, -40, 41.54, 9.30
20.90, 4390, -39, 41.56, 9.30
20.95, 4393, -38, 41.56, 9.30
21.00, 4391, -36, 41.56, 9.30
21.05, 4390, -34, 41.54, 9.30
21.10, 4395, -34, 41.54, 9.30
21.15, 4391, -34, 41.56, 9.30
21.20, 4386, -36, 41.56, 9.30
21.25, 4379, -40, 41.56, 9.30
21.30, 4371, -43, 41.54, 9.30
21.35, 4367, -46, 41.56, 9.30
21.40, 4368, -49, 41.56, 9.30
21.45, 4365, -50, 41.54, 9.30
21.50, 4364, -50, 41.56, 9.30
21.55, 4368, -49, 41.54, 9.30
21.60, 4358, -48, 41.54, 9.30
21.65, 4356, -47, 41.54, 9.30
21.70, 4354, -46, 41.54, 9.30
21.75, 4352, -46, 41.54, 9.30
21.80, 4348, -45, 41.54, 9.30
21.85, 4345, -44, 41.56, 9.30
21.90, 4345, -44, 41.54, 9.30
21.95, 4351, -45, 41.58, 9.30
22.00, 4359, -47, 41.54, 9.30
22.05, 4353, -49, 41.54, 9.30
22.10, 4346, -50, 41.54, 9.30
22.15, 4345, -50, 41.54, 9.30
22.20, 4342, -50, 41.56, 9.30
22.25, 4331, -49, 41.56, 9.30
22.30, 4334, -48, 41.56, 9.30
22.35, 4331, -48, 41.54, 9.30
22.40, 4323, -49, 41.54, 9.30
22.45, 4315, -50, 41.58, 9.30
22.50, 4312, -51, 41.56, 9.30
22.55, 4310, -52, 41.54, 9.30
22.60, 4306, -52, 41.54, 9.30
22.65, 4305, -53, 41.54, 9.30
22.70, 4308, -53, 41.54, 9.30
22.75, 4318, -53, 41.54, 9.30
22.80, 4311, -52, 41.56, 9.30
22.85, 4311, -52, 41.54, 9.30
22.90, 4309, -51, 41.54, 9.30
22.95, 4296, -50, 41.54, 9.30
23.00, 4291, -50, 41.54, 9.30
23.05, 4296, -50, 41.54, 9.30
23.10, 4290, -49, 41.54, 9.30
23.15, 4286, -48, 41.54, 9.30
23.20, 4284, -47, 41.56, 9.30
23.25, 4284, -47, 41.54, 9.30
23.30, 4276, -48, 41.54, 9.30
23.35, 4273, -49, 41.54, 9.30
23.40, 4266, -50, 41.54, 9.30
23.45, 4264, -51, 41.54, 9.30
23.50, 4261, -52, 41.54, 9.30
23.55, 4261, -53, 41.54, 9.30
23.60, 4255, -54, 41.54, 9.30
23.65, 4249, -54, 41.54, 9.30
23.70, 4243, -54, 41.54, 9.30
23.75, 4245, -54, 41.54, 9.30
23.80, 4245, -53, 41.56, 9.30
23.85, 4248, -52, 41.54, 9.30
23.90, 4257, -52, 41.54, 9.30
23.95, 4257, -52, 41.54, 9.30
24.00, 4254, -53, 41.54, 9.30
24.05, 4247, -55, 41.54, 9.30
24.10, 4253, -56, 41.54, 9.30
24.15, 4253, -56, 41.56, 9.30
24.20, 4241, -57, 41.54, 9.30
24.25, 4244, -56, 41.54, 9.30
24.30, 4234, -55, 41.54, 9.30
24.35, 4225, -54, 41.54, 9.30
24.40, 4217, -52, 41.54, 9.30
24.45, 4209, -50, 41.54, 9.30
24.50, 4203, -48, 41.54, 9.30
24.55, 4200, -45, 41.54, 9.30
24.60, 4203, -43, 41.54, 9.30
24.65, 4205, -42, 41.54, 9.30
24.70, 4205, -41, 41.54, 9.30
24.75, 4211, -42, 41.54, 9.30
24.80, 4212, -43, 41.54, 9.30
24.85, 4204, -45, 41.54, 9.30
24.90, 4201, -48, 41.54, 9.30
24.95, 4188, -52, 41.54, 9.30
25.00, 4184, -55, 41.54, 9.30
25.05, 4181, -57, 41.54, 9.30
25.10, 4181, -58, 41.54, 9.30
25.15, 4170, -58, 41.54, 9.30
25.20, 4167, -56, 41.54, 9.30
25.25, 4172, -54, 41.54, 9.30
25.30, 4167, -51, 41.54, 9.30
25.35, 4162, -48, 41.54, 9.30
25.40, 4165, -45, 41.54, 9.30
25.45, 4172, -42, 41.54, 9.30
25.50, 4169, -41, 41.54, 9.30
25.55, 4173, -40, 41.54, 9.30
25.60, 4169, -41, 41.54, 9.30
25.65, 4167, -44, 41.54, 9.30
25.70, 4164, -46, 41.54, 9.30
25.75, 4164, -47, 41.54, 9.30
25.80, 4165, -48, 41.54, 9.30
25.85, 4159, -48, 41.54, 9.30
25.90, 4156, -47, 41.54, 9.30
25.95, 4145, -46, 41.54, 9.30
26.00, 4141, -46, 41.54, 9.30
26.05, 4130, -45, 41.54, 9.30
26.10, 4132, -45, 41.54, 9.30
26.15, 4134, -46, 41.54, 9.30
26.20, 4136, -47, 41.54, 9.30
26.25, 4136, -50, 41.54, 9.30
26.30, 4130, -53, 41.54, 9.30
26.35, 4128, -55, 41.54, 9.30
26.40, 4131, -56, 41.54, 9.30
26.45, 4128, -57, 41.54, 9.30
26.50, 4125, -58, 41.54, 9.30
26.55, 4127, -59, 41.54, 9.30
26.60, 4116, -60, 41.54, 9.30
26.65, 4119, -62, 41.54, 9.30
26.70, 4117, -63, 41.54, 9.30
26.75, 4108, -63, 41.54, 9.30
26.80, 4112, -63, 41.54, 9.30
26.85, 4110, -60, 41.54, 9.30
26.90, 4102, -57, 41.52, 9.30
26.95, 4097, -53, 41.54, 9.30
27.00, 4087, -50, 41.54, 9.30
27.05, 4093, -48, 41.52, 9.30
27.10, 4088, -47, 41.54, 9.30
27.15, 4086, -47, 41.54, 9.30
27.20, 4068, -47, 41.54, 9.30
27.25, 4058, -47, 41.54, 9.30
27.30, 4055, -48, 41.54, 9.30
27.35, 4058, -49, 41.54, 9.30
27.40, 4058, -51, 41.54, 9.30
27.45, 4061, -52, 41.54, 9.30
27.50, 4054, -54, 41.54, 9.30
27.55, 4053, -55, 41.54, 9.30
27.60, 4046, -55, 41.54, 9.30
27.65, 4044, -55, 41.54, 9.30
27.70, 4035, -54, 41.54, 9.30
27.75, 4035, -54, 41.54, 9.30
27.80, 4037, -54, 41.54, 9.30
27.85, 4046, -54, 41.52, 9.30
27.90, 4043, -54, 41.54, 9.30
27.95, 4045, -53, 41.52, 9.30
28.00, 4043, -52, 41.54, 9.30
28.05, 4041, -51, 41.52, 9.30
28.10, 4042, -49, 41.54, 9.30
28.15, 4043, -47, 41.52, 9.30
28.20, 4045, -44, 41.52, 9.30
28.25, 4036, -42, 41.54, 9.30
28.30, 4039, -41, 41.54, 9.30
28.35, 4031, -41, 41.54, 9.30
28.40, 4024, -43, 41.52, 9.30
28.45, 4019, -44, 41.52, 9.30
28.50, 4014, -44, 41.54, 9.30
28.55, 4011, -44, 41.52, 9.30
28.60, 4010, -43, 41.52, 9.30
28.65, 4010, -42, 41.52, 9.30
28.70, 4009, -40, 41.52, 9.30
28.75, 4005, -40, 41.52, 9.30
28.80, 4000, -40, 41.54, 9.30
28.85, 3994, -42, 41.54, 9.30
28.90, 3993, -43, 41.52, 9.30
28.95, 3991, -43, 41.52, 9.30
29.00, 3988, -43, 41.52, 9.30
29.05, 3989, -43, 41.52, 9.30
29.10, 3988, -43, 41.52, 9.30
29.15, 3986, -45, 41.54, 9.30
29.20, 3985, -46, 41.52, 9.30
29.25, 3981, -46, 41.52, 9.30
29.30, 3977, -46, 41.54, 9.30
29.35, 3973, -45, 41.52, 9.30
29.40, 3972, -44, 41.52, 9.30
29.45, 3967, -42, 41.54, 9.30
29.50, 3963, -41, 41.52, 9.30
29.55, 3962, -40, 41.52, 9.30
29.60, 3960, -40, 41.54, 9.30
29.65, 3962, -40, 41.52, 9.30
29.70, 3961, -40, 41.54, 9.30
29.75, 3964, -40, 41.52, 9.30
29.80, 3959, -40, 41.52, 9.30
29.85, 3957, -39, 41.54, 9.30
29.90, 3959, -39, 41.52, 9.30
29.95, 3959, -41, 41.52, 9.30
30.00, 3962, -42, 41.52, 9.30
30.05, 3961, -45, 41.52, 9.30
30.10, 3954, -47, 41.52, 9.30
30.15, 3952, -48, 41.52, 9.30
30.20, 3947, -49, 41.52, 9.30
30.25, 3945, -49, 41.54, 9.30
30.30, 3942, -50, 41.54, 9.30
30.35, 3939, -50, 41.52, 9.30
30.40, 3935, -49, 41.54, 9.30
30.45, 3936, -48, 41.52, 9.30
30.50, 3937, -47, 41.52, 9.30
30.55, 3932, -47, 41.52, 9.30
30.60, 3930, -48, 41.54, 9.30
30.65, 3929, -49, 41.54, 9.30
30.70, 3928, -50, 41.54, 9.30
30.75, 3919, -52, 41.52, 9.30
30.80, 3920, -52, 41.52, 9.30
30.85, 3923, -53, 41.54, 9.30
30.90, 3911, -54, 41.54, 9.30
30.95, 3909, -54, 41.52, 9.30
31.00, 3900, -54, 41.52, 9.30
31.05, 3892, -54, 41.52, 9.30
31.10, 3894, -55, 41.52, 9.30
31.15, 3889, -55, 41.52, 9.30
31.20, 3886, -56, 41.52, 9.30
31.25, 3878, -58, 41.52, 9.30
31.30, 3872, -59, 41.52, 9.30
31.35, 3875, -61, 41.52, 9.30
31.40, 3876, -61, 41.52, 9.30
31.45, 3876, -61, 41.52, 9.30
31.50, 3872, -60, 41.52, 9.30
31.55, 3869, -59, 41.52, 9.30
31.60, 3864, -58, 41.52, 9.30
31.65, 3864, -57, 41.52, 9.30
31.70, 3862, -57, 41.52, 9.30
31.75, 3855, -57, 41.54, 9.30
31.80, 3853, -57, 41.52, 9.30
31.85, 3856, -57, 41.52, 9.30
31.90, 3854, -56, 41.52, 9.30
31.95, 3853, -55, 41.52, 9.30
32.00, 3854, -54, 41.52, 9.30
32.05, 3851, -54, 41.52, 9.30
32.10, 3845, -54, 41.50, 9.30
32.15, 3838, -55, 41.52, 9.30
32.20, 3837, -55, 41.52, 9.30
32.25, 3826, -54, 41.52, 9.30
32.30, 3814, -53, 41.52, 9.30
32.35, 3814, -52, 41.52, 9.30
32.40, 3817, -52, 41.54, 9.30
32.45, 3820, -53, 41.52, 9.30
32.50, 3816, -54, 41.52, 9.30
32.55, 3820, -54, 41.52, 9.30
32.60, 3818, -54, 41.52, 9.30
32.65, 3812, -53, 41.52, 9.30
32.70, 3812, -52, 41.52, 9.30
32.75, 3811, -51, 41.52, 9.30
32.80, 3806, -50, 41.50, 9.30
32.85, 3800, -51, 41.52, 9.30
