PerfectFlite SLCF
Firmware: 1.0
Software: 1.1
Serial Number: 1224
Apogee: 4606' AGL
Ground Elevation: 680' MSL
NumSamps: 2952
Flight Number: 6
Main Setting: 500' AGL
Apogee Delay: 0 Seconds
Drogue At: 15.25 Seconds
Main At: 111.75 Seconds
Max Drogue Current: 2 Amps
Max Main Current: 2 Amps
Comments: 

Data: (Time, Altitude, Velocity, Temperature (F), Voltage)
65.70, 2315, -41, 41.16, 9.30
65.75, 2316, -41, 41.16, 9.30
65.80, 2324, -39, 41.18, 9.30
65.85, 2327, -39, 41.18, 9.30
65.90, 2321, -38, 41.18, 9.30
65.95, 2319, -38, 41.16, 9.30
66.00, 2320, -38, 41.14, 9.30
66.05, 2317, -39, 41.14, 9.30
66.10, 2316, -39, 41.14, 9.30
66.15, 2316, -39, 41.14, 9.30
66.20, 2317, -40, 41.14, 9.30
66.25, 2311, -41, 41.14, 9.30
66.30, 2305, -41, 41.16, 9.30
66.35, 2298, -42, 41.16, 9.30
66.40, 2293, -42, 41.14, 9.30
66.45, 2289, -41, 41.14, 9.30
66.50, 2285, -39, 41.16, 9.30
66.55, 2285, -36, 41.14, 9.30
66.60, 2283, -33, 41.14, 9.30
66.65, 2283, -32, 41.14, 9.30
66.70, 2282, -32, 41.16, 9.30
66.75, 2292, -33, 41.14, 9.30
66.80, 2289, -34, 41.16, 9.30
66.85, 2286, -36, 41.14, 9.30
66.90, 2283, -36, 41.14, 9.30
66.95, 2281, -37, 41.14, 9.30
67.00, 2277, -37, 41.14, 9.30
67.05, 2275, -37, 41.14, 9.30
67.10, 2271, -38, 41.16, 9.30
67.15, 2269, -38, 41.14, 9.30
67.20, 2265, -38, 41.14, 9.30
67.25, 2263, -37, 41.14, 9.30
67.30, 2259, -35, 41.14, 9.30
67.35, 2258, -33, 41.14, 9.30
67.40, 2255, -31, 41.14, 9.30
67.45, 2256, -30, 41.14, 9.30
67.50, 2256, -29, 41.16, 9.30
67.55, 2255, -30, 41.16, 9.30
67.60, 2259, -31, 41.14, 9.30
67.65, 2261, -33, 41.14, 9.30
67.70, 2255, -35, 41.14, 9.30
67.75, 2254, -37, 41.14, 9.30
67.80, 2250, -38, 41.14, 9.30
67.85, 2254, -39, 41.14, 9.30
67.90, 2247, -39, 41.14, 9.30
67.95, 2247, -38, 41.14, 9.30
68.00, 2245, -37, 41.14, 9.30
68.05, 2244, -35, 41.14, 9.30
68.10, 2238, -34, 41.14, 9.30
68.15, 2239, -32, 41.14, 9.30
68.20, 2238, -31, 41.14, 9.30
68.25, 2234, -29, 41.14, 9.30
68.30, 2236, -28, 41.14, 9.30
68.35, 2234, -28, 41.14, 9.30
68.40, 2235, -29, 41.14, 9.30
68.45, 2232, -31, 41.14, 9.30
68.50, 2228, -34, 41.14, 9.30
68.55, 2222, -36, 41.14, 9.30
68.60, 2221, -39, 41.14, 9.30
68.65, 2218, -40, 41.13, 9.30
68.70, 2214, -40, 41.14, 9.30
68.75, 2210, -40, 41.14, 9.30
68.80, 2208, -40, 41.14, 9.30
68.85, 2207, -39, 41.13, 9.30
68.90, 2206, -39, 41.14, 9.30
68.95, 2205, -38, 41.14, 9.30
69.00, 2206, -38, 41.13, 9.30
69.05, 2205, -38, 41.13, 9.30
69.10, 2205, -37, 41.14, 9.30
69.15, 2204, -37, 41.13, 9.30
69.20, 2206, -37, 41.13, 9.30
69.25, 2207, -38, 41.13, 9.30
69.30, 2208, -38, 41.13, 9.30
69.35, 2205, -38, 41.14, 9.30
69.40, 2197, -38, 41.13, 9.30
69.45, 2188, -38, 41.13, 9.30
69.50, 2183, -36, 41.14, 9.30
69.55, 2180, -34, 41.13, 9.30
69.60, 2180, -32, 41.13, 9.30
69.65, 2177, -29, 41.13, 9.30
69.70, 2175, -28, 41.13, 9.30
69.75, 2175, -28, 41.09, 9.30
69.80, 2174, -28, 41.13, 9.30
69.85, 2172, -28, 41.13, 9.30
69.90, 2172, -28, 41.09, 9.30
69.95, 2172, -29, 41.13, 9.30
70.00, 2169, -29, 41.13, 9.30
70.05, 2168, -29, 41.13, 9.30
70.10, 2166, -30, 41.13, 9.30
70.15, 2164, -32, 41.13, 9.30
70.20, 2163, -33, 41.13, 9.30
70.25, 2161, -36, 41.13, 9.30
70.30, 2160, -37, 41.13, 9.30
70.35, 2157, -38, 41.13, 9.30
70.40, 2156, -37, 41.09, 9.30
70.45, 2155, -35, 41.13, 9.30
70.50, 2155, -34, 41.13, 9.30
70.55, 2160, -32, 41.13, 9.30
70.60, 2165, -30, 41.13, 9.30
70.65, 2161, -29, 41.13, 9.30
70.70, 2158, -28, 41.13, 9.30
70.75, 2156, -28, 41.09, 9.30
70.80, 2150, -29, 41.13, 9.30
70.85, 2151, -30, 41.07, 9.30
70.90, 2149, -31, 41.09, 9.30
70.95, 2149, -31, 41.09, 9.30
71.00, 2150, -31, 41.09, 9.30
71.05, 2147, -31, 41.09, 9.30
71.10, 2144, -31, 41.09, 9.30
71.15, 2144, -31, 41.09, 9.30
71.20, 2136, -32, 41.07, 9.30
71.25, 2132, -32, 41.09, 9.30
71.30, 2126, -33, 41.09, 9.30
71.35, 2123, -34, 41.09, 9.30
71.40, 2120, -34, 41.07, 9.30
71.45, 2118, -35, 41.09, 9.30
71.50, 2118, -35, 41.07, 9.30
71.55, 2120, -36, 41.07, 9.30
71.60, 2124, -38, 41.07, 9.30
71.65, 2123, -39, 41.07, 9.30
71.70, 2120, -40, 41.07, 9.30
71.75, 2118, -40, 41.07, 9.30
71.80, 2114, -41, 41.07, 9.30
71.85, 2111, -41, 41.09, 9.30
71.90, 2110, -42, 41.07, 9.30
71.95, 2106, -42, 41.09, 9.30
72.00, 2106, -41, 41.07, 9.30
72.05, 2105, -39, 41.09, 9.30
72.10, 2108, -37, 41.07, 9.30
72.15, 2104, -34, 41.07, 9.30
72.20, 2097, -32, 41.07, 9.30
72.25, 2090, -30, 41.07, 9.30
72.30, 2091, -29, 41.07, 9.30
72.35, 2092, -29, 41.07, 9.30
72.40, 2088, -31, 41.07, 9.30
72.45, 2088, -32, 41.07, 9.30
72.50, 2090, -35, 41.07, 9.30
72.55, 2090, -37, 41.05, 9.30
72.60, 2085, -39, 41.07, 9.30
72.65, 2079, -40, 41.07, 9.30
72.70, 2076, -40, 41.07, 9.30
72.75, 2074, -39, 41.07, 9.30
72.80, 2071, -38, 41.07, 9.30
72.85, 2066, -38, 41.05, 9.30
72.90, 2067, -37, 41.04, 9.30
72.95, 2066, -37, 41.07, 9.30
73.00, 2069, -38, 41.07, 9.30
73.05, 2066, -39, 41.04, 9.30
73.10, 2081, -40, 41.07, 9.30
73.15, 2080, -42, 41.05, 9.30
73.20, 2072, -42, 41.05, 9.30
73.25, 2071, -42, 41.05, 9.30
73.30, 2071, -42, 41.05, 9.30
73.35, 2061, -42, 41.04, 9.30
73.40, 2058, -42, 41.04, 9.30
73.45, 2050, -43, 41.04, 9.30
73.50, 2045, -43, 41.04, 9.30
73.55, 2041, -43, 41.04, 9.30
73.60, 2047, -42, 41.04, 9.30
73.65, 2042, -40, 41.04, 9.30
73.70, 2039, -38, 41.04, 9.30
73.75, 2040, -35, 41.04, 9.30
73.80, 2040, -34, 41.04, 9.30
73.85, 2039, -34, 41.05, 9.30
73.90, 2034, -34, 41.04, 9.30
73.95, 2032, -36, 41.04, 9.30
74.00, 2039, -37, 41.04, 9.30
74.05, 2027, -39, 41.04, 9.30
74.10, 2016, -41, 41.04, 9.30
74.15, 2011, -42, 41.04, 9.30
74.20, 2010, -43, 41.04, 9.30
74.25, 2009, -44, 41.04, 9.30
74.30, 2010, -44, 41.04, 9.30
74.35, 2007, -44, 41.04, 9.30
74.40, 2006, -43, 41.04, 9.30
74.45, 2004, -42, 41.04, 9.30
74.50, 2001, -41, 41.04, 9.30
74.55, 2001, -40, 41.04, 9.30
74.60, 2001, -40, 41.04, 9.30
74.65, 1999, -41, 41.04, 9.30
74.70, 2008, -43, 41.04, 9.30
74.75, 2013, -44, 41.04, 9.30
74.80, 2006, -45, 41.04, 9.30
74.85, 1996, -45, 41.04, 9.30
74.90, 1996, -44, 41.04, 9.30
74.95, 1998, -42, 41.04, 9.30
75.00, 1996, -40, 41.04, 9.30
75.05, 1995, -37, 41.04, 9.30
75.10, 1995, -35, 41.04, 9.30
75.15, 1991, -34, 41.04, 9.30
75.20, 1988, -34, 41.04, 9.30
75.25, 1977, -35, 41.04, 9.30
75.30, 1976, -38, 41.04, 9.30
75.35, 1971, -40, 41.04, 9.30
75.40, 1972, -42, 41.04, 9.30
75.45, 1967, -43, 41.04, 9.30
75.50, 1966, -43, 41.02, 9.30
75.55, 1967, -43, 41.02, 9.30
75.60, 1963, -44, 41.02, 9.30
75.65, 1959, -44, 41.02, 9.30
75.70, 1953, -44, 41.04, 9.30
75.75, 1948, -44, 41.04, 9.30
75.80, 1945, -42, 41.02, 9.30
75.85, 1946, -41, 41.02, 9.30
75.90, 1956, -39, 41.02, 9.30
75.95, 1955, -38, 41.02, 9.30
76.00, 1952, -38, 41.02, 9.30
76.05, 1951, -37, 41.02, 9.30
76.10, 1953, -37, 41.00, 9.30
76.15, 1951, -37, 41.02, 9.30
76.20, 1944, -36, 40.98, 9.30
76.25, 1932, -36, 41.02, 9.30
76.30, 1927, -37, 41.00, 9.30
76.35, 1922, -37, 41.00, 9.30
76.40, 1919, -37, 40.98, 9.30
76.45, 1916, -38, 41.02, 9.30
76.50, 1917, -39, 41.00, 9.30
76.55, 1916, -39, 41.00, 9.30
76.60, 1916, -39, 41.02, 9.30
76.65, 1919, -38, 40.98, 9.30
76.70, 1919, -37, 41.00, 9.30
76.75, 1922, -35, 41.00, 9.30
76.80, 1921, -34, 40.98, 9.30
76.85, 1924, -35, 40.98, 9.30
76.90, 1922, -36, 40.98, 9.30
76.95, 1923, -38, 41.00, 9.30
77.00, 1923, -40, 40.98, 9.30
77.05, 1920, -40, 40.98, 9.30
77.10, 1920, -40, 40.98, 9.30
77.15, 1917, -39, 40.98, 9.30
77.20, 1909, -38, 40.98, 9.30
77.25, 1905, -35, 40.98, 9.30
77.30, 1899, -33, 40.98, 9.30
77.35, 1894, -30, 40.98, 9.30
77.40, 1897, -28, 40.98, 9.30
77.45, 1894, -27, 40.98, 9.30
77.50, 1890, -27, 40.98, 9.30
77.55, 1880, -27, 40.98, 9.30
77.60, 1879, -28, 40.98, 9.30
77.65, 1877, -29, 40.96, 9.30
77.70, 1888, -31, 40.96, 9.30
77.75, 1887, -33, 40.96, 9.30
77.80, 1883, -35, 40.98, 9.30
77.85, 1879, -38, 40.93, 9.30
77.90, 1878, -40, 40.98, 9.30
77.95, 1874, -42, 40.96, 9.30
78.00, 1874, -43, 40.93, 9.30
78.05, 1871, -44, 40.93, 9.30
78.10, 1870, -45, 40.93, 9.30
78.15, 1867, -45, 40.93, 9.30
78.20, 1865, -44, 40.96, 9.30
78.25, 1865, -43, 40.96, 9.30
78.30, 1864, -41, 40.93, 9.30
78.35, 1866, -38, 40.93, 9.30
78.40, 1866, -36, 40.93, 9.30
78.45, 1865, -34, 40.93, 9.30
78.50, 1863, -31, 40.93, 9.30
78.55, 1866, -30, 40.93, 9.30
78.60, 1864, -29, 40.93, 9.30
78.65, 1860, -30, 40.93, 9.30
78.70, 1857, -32, 40.96, 9.30
78.75, 1852, -34, 40.93, 9.30
78.80, 1847, -36, 40.93, 9.30
78.85, 1846, -37, 40.93, 9.30
78.90, 1843, -38, 40.93, 9.30
78.95, 1834, -39, 40.93, 9.30
79.00, 1837, -40, 40.93, 9.30
79.05, 1829, -40, 40.93, 9.30
79.10, 1823, -39, 40.93, 9.30
79.15, 1821, -38, 40.93, 9.30
79.20, 1821, -37, 40.93, 9.30
79.25, 1820, -36, 40.93, 9.30
79.30, 1819, -36, 40.93, 9.30
79.35, 1828, -36, 40.93, 9.30
79.40, 1825, -36, 40.93, 9.30
79.45, 1828, -36, 40.93, 9.30
79.50, 1829, -36, 40.93, 9.30
79.55, 1827, -36, 40.93, 9.30
79.60, 1826, -37, 40.93, 9.30
79.65, 1822, -37, 40.93, 9.30
79.70, 1819, -37, 40.93, 9.30
79.75, 1812, -38, 40.93, 9.30
79.80, 1806, -38, 40.93, 9.30
79.85, 1805, -39, 40.93, 9.30
79.90, 1793, -39, 40.93, 9.30
79.95, 1794, -39, 40.93, 9.30
80.00, 1795, -39, 40.93, 9.30
80.05, 1790, -38, 40.93, 9.30
80.10, 1792, -36, 40.93, 9.30
80.15, 1796, -35, 40.93, 9.30
80.20, 1798, -34, 40.91, 9.30
80.25, 1795, -34, 40.93, 9.30
80.30, 1793, -36, 40.93, 9.30
80.35, 1793, -39, 40.93, 9.30
80.40, 1797, -42, 40.93, 9.30
80.45, 1799, -45, 40.93, 9.30
80.50, 1794, -46, 40.91, 9.30
80.55, 1789, -45, 40.91, 9.30
80.60, 1784, -44, 40.91, 9.30
80.65, 1786, -42, 40.93, 9.30
80.70, 1782, -39, 40.91, 9.30
80.75, 1775, -37, 40.91, 9.30
80.80, 1769, -35, 40.91, 9.30
80.85, 1763, -33, 40.91, 9.30
80.90, 1761, -31, 40.91, 9.30
80.95, 1755, -31, 40.89, 9.30
81.00, 1751, -31, 40.91, 9.30
81.05, 1756, -32, 40.89, 9.30
81.10, 1754, -34, 40.89, 9.30
81.15, 1756, -36, 40.87, 9.30
81.20, 1759, -39, 40.87, 9.30
81.25, 1758, -40, 40.87, 9.30
81.30, 1752, -42, 40.87, 9.30
81.35, 1739, -43, 40.87, 9.30
81.40, 1734, -45, 40.87, 9.30
81.45, 1733, -45, 40.87, 9.30
81.50, 1740, -45, 40.89, 9.30
81.55, 1739, -44, 40.87, 9.30
81.60, 1741, -42, 40.89, 9.30
81.65, 1741, -41, 40.87, 9.30
81.70, 1741, -40, 40.87, 9.30
81.75, 1739, -39, 40.87, 9.30
81.80, 1739, -38, 40.86, 9.30
81.85, 1738, -37, 40.87, 9.30
81.90, 1737, -36, 40.87, 9.30
81.95, 1734, -34, 40.87, 9.30
82.00, 1732, -33, 40.87, 9.30
82.05, 1728, -32, 40.87, 9.30
82.10, 1725, -32, 40.87, 9.30
82.15, 1718, -33, 40.87, 9.30
82.20, 1715, -34, 40.87, 9.30
82.25, 1712, -35, 40.87, 9.30
82.30, 1711, -35, 40.87, 9.30
82.35, 1708, -34, 40.87, 9.30
82.40, 1706, -34, 40.87, 9.30
82.45, 1703, -35, 40.87, 9.30
82.50, 1705, -35, 40.86, 9.30
82.55, 1703, -36, 40.87, 9.30
82.60, 1707, -37, 40.87, 9.30
82.65, 1701, -37, 40.86, 9.30
82.70, 1702, -38, 40.87, 9.30
82.75, 1696, -39, 40.87, 9.30
82.80, 1693, -41, 40.87, 9.30
82.85, 1689, -43, 40.87, 9.30
82.90, 1687, -45, 40.86, 9.30
82.95, 1687, -46, 40.87, 9.30
83.00, 1696, -46, 40.87, 9.30
83.05, 1699, -45, 40.86, 9.30
83.10, 1696, -43, 40.87, 9.30
83.15, 1687, -41, 40.87, 9.30
83.20, 1689, -40, 40.86, 9.30
83.25, 1679, -39, 40.86, 9.30
